char,timestamp,churn
IdentifierId(63646),Sat Sep 27 10:51:00 EDT 2008,FALSE
IdentifierId(34998),Sat Sep 27 10:50:40 EDT 2008,FALSE
IdentifierId(70422),Sat Sep 27 10:49:33 EDT 2008,TRUE
IdentifierId(69993),Sat Sep 27 10:47:46 EDT 2008,FALSE
IdentifierId(43097),Sat Sep 27 10:41:00 EDT 2008,FALSE
IdentifierId(75954),Sat Sep 27 10:39:54 EDT 2008,FALSE
IdentifierId(22702),Sat Sep 27 10:39:18 EDT 2008,FALSE
IdentifierId(18951),Sat Sep 27 10:38:53 EDT 2008,TRUE
IdentifierId(46794),Sat Sep 27 10:37:57 EDT 2008,FALSE
IdentifierId(43082),Sat Sep 27 10:37:46 EDT 2008,TRUE
IdentifierId(15803),Sat Sep 27 10:36:50 EDT 2008,FALSE
IdentifierId(76162),Sat Sep 27 10:36:50 EDT 2008,TRUE
IdentifierId(77600),Sat Sep 27 10:36:50 EDT 2008,FALSE
IdentifierId(61066),Sat Sep 27 10:30:28 EDT 2008,FALSE
IdentifierId(27602),Sat Sep 27 10:30:07 EDT 2008,FALSE
IdentifierId(34370),Sat Sep 27 10:30:07 EDT 2008,FALSE
IdentifierId(73483),Sat Sep 27 10:29:41 EDT 2008,TRUE
IdentifierId(70004),Sat Sep 27 10:29:30 EDT 2008,FALSE
IdentifierId(78305),Sat Sep 27 10:29:30 EDT 2008,TRUE
IdentifierId(673),Sat Sep 27 10:29:20 EDT 2008,FALSE
IdentifierId(78540),Sat Sep 27 10:27:56 EDT 2008,TRUE
IdentifierId(78530),Sat Sep 27 10:27:20 EDT 2008,FALSE
IdentifierId(73705),Sat Sep 27 10:27:20 EDT 2008,FALSE
IdentifierId(59727),Sat Sep 27 10:20:55 EDT 2008,FALSE
IdentifierId(78072),Sat Sep 27 10:19:38 EDT 2008,FALSE
IdentifierId(22995),Sat Sep 27 10:19:13 EDT 2008,FALSE
IdentifierId(77852),Sat Sep 27 10:18:52 EDT 2008,TRUE
IdentifierId(12568),Sat Sep 27 10:18:06 EDT 2008,FALSE
IdentifierId(77379),Sat Sep 27 10:09:54 EDT 2008,FALSE
IdentifierId(24324),Sat Sep 27 10:09:29 EDT 2008,TRUE
IdentifierId(67597),Sat Sep 27 10:07:51 EDT 2008,FALSE
IdentifierId(72141),Sat Sep 27 10:07:31 EDT 2008,FALSE
IdentifierId(65023),Sat Sep 27 10:07:31 EDT 2008,TRUE
IdentifierId(70244),Sat Sep 27 10:06:50 EDT 2008,TRUE
IdentifierId(70190),Sat Sep 27 10:00:44 EDT 2008,FALSE
IdentifierId(40502),Sat Sep 27 10:00:02 EDT 2008,FALSE
IdentifierId(78125),Sat Sep 27 09:59:37 EDT 2008,FALSE
IdentifierId(77005),Sat Sep 27 09:59:37 EDT 2008,TRUE
IdentifierId(2035),Sat Sep 27 09:59:16 EDT 2008,FALSE
IdentifierId(2021),Sat Sep 27 09:58:51 EDT 2008,FALSE
IdentifierId(2911),Sat Sep 27 09:58:51 EDT 2008,FALSE
IdentifierId(38818),Sat Sep 27 09:57:34 EDT 2008,FALSE
IdentifierId(69039),Sat Sep 27 09:57:34 EDT 2008,FALSE
IdentifierId(74654),Sat Sep 27 09:57:24 EDT 2008,FALSE
IdentifierId(62426),Sat Sep 27 09:50:27 EDT 2008,FALSE
IdentifierId(50714),Sat Sep 27 09:50:22 EDT 2008,FALSE
IdentifierId(58517),Sat Sep 27 09:50:07 EDT 2008,FALSE
IdentifierId(71303),Sat Sep 27 09:50:07 EDT 2008,FALSE
IdentifierId(405),Sat Sep 27 09:49:05 EDT 2008,FALSE
IdentifierId(21744),Sat Sep 27 09:49:00 EDT 2008,FALSE
IdentifierId(64786),Sat Sep 27 09:47:18 EDT 2008,FALSE
IdentifierId(1368),Sat Sep 27 09:46:42 EDT 2008,FALSE
IdentifierId(60252),Sat Sep 27 09:41:19 EDT 2008,FALSE
IdentifierId(65039),Sat Sep 27 09:41:04 EDT 2008,FALSE
IdentifierId(278),Sat Sep 27 09:39:57 EDT 2008,FALSE
IdentifierId(64177),Sat Sep 27 09:39:37 EDT 2008,FALSE
IdentifierId(5605),Sat Sep 27 09:39:26 EDT 2008,FALSE
IdentifierId(70865),Sat Sep 27 09:39:21 EDT 2008,FALSE
IdentifierId(63532),Sat Sep 27 09:38:51 EDT 2008,FALSE
IdentifierId(22220),Sat Sep 27 09:38:30 EDT 2008,FALSE
IdentifierId(2408),Sat Sep 27 09:38:15 EDT 2008,TRUE
IdentifierId(64887),Sat Sep 27 09:37:34 EDT 2008,FALSE
IdentifierId(69666),Sat Sep 27 09:29:16 EDT 2008,FALSE
IdentifierId(78496),Sat Sep 27 09:29:11 EDT 2008,TRUE
IdentifierId(66459),Sat Sep 27 09:29:06 EDT 2008,TRUE
IdentifierId(75133),Sat Sep 27 09:29:06 EDT 2008,TRUE
IdentifierId(22662),Sat Sep 27 09:28:51 EDT 2008,TRUE
IdentifierId(68502),Sat Sep 27 09:28:51 EDT 2008,FALSE
IdentifierId(21943),Sat Sep 27 09:28:00 EDT 2008,FALSE
IdentifierId(72732),Sat Sep 27 09:27:29 EDT 2008,FALSE
IdentifierId(6359),Sat Sep 27 09:27:19 EDT 2008,FALSE
IdentifierId(65631),Sat Sep 27 09:20:03 EDT 2008,FALSE
IdentifierId(72435),Sat Sep 27 09:19:48 EDT 2008,TRUE
IdentifierId(36234),Sat Sep 27 09:19:32 EDT 2008,TRUE
IdentifierId(34978),Sat Sep 27 09:19:22 EDT 2008,FALSE
IdentifierId(782),Sat Sep 27 09:19:06 EDT 2008,FALSE
IdentifierId(22023),Sat Sep 27 09:18:51 EDT 2008,FALSE
IdentifierId(77633),Sat Sep 27 09:18:35 EDT 2008,FALSE
IdentifierId(21996),Sat Sep 27 09:17:44 EDT 2008,FALSE
IdentifierId(71692),Sat Sep 27 09:17:39 EDT 2008,FALSE
IdentifierId(54994),Sat Sep 27 09:17:39 EDT 2008,FALSE
IdentifierId(32794),Sat Sep 27 09:17:24 EDT 2008,FALSE
IdentifierId(48802),Sat Sep 27 09:10:50 EDT 2008,FALSE
IdentifierId(70851),Sat Sep 27 09:10:19 EDT 2008,FALSE
IdentifierId(68455),Sat Sep 27 09:09:38 EDT 2008,FALSE
IdentifierId(72830),Sat Sep 27 09:09:38 EDT 2008,TRUE
IdentifierId(32135),Sat Sep 27 09:07:46 EDT 2008,FALSE
IdentifierId(23074),Sat Sep 27 09:07:30 EDT 2008,TRUE
IdentifierId(76292),Sat Sep 27 09:07:30 EDT 2008,FALSE
IdentifierId(36799),Sat Sep 27 09:00:40 EDT 2008,FALSE
IdentifierId(47605),Sat Sep 27 09:00:30 EDT 2008,FALSE
IdentifierId(1652),Sat Sep 27 08:59:43 EDT 2008,TRUE
IdentifierId(8522),Sat Sep 27 08:59:43 EDT 2008,FALSE
IdentifierId(76737),Sat Sep 27 08:58:57 EDT 2008,FALSE
IdentifierId(31597),Sat Sep 27 08:58:52 EDT 2008,FALSE
IdentifierId(31598),Sat Sep 27 08:58:52 EDT 2008,FALSE
IdentifierId(28845),Sat Sep 27 08:58:52 EDT 2008,FALSE
IdentifierId(22581),Sat Sep 27 08:58:42 EDT 2008,FALSE
IdentifierId(75508),Sat Sep 27 08:57:46 EDT 2008,FALSE
IdentifierId(78174),Sat Sep 27 08:49:55 EDT 2008,TRUE
IdentifierId(4318),Sat Sep 27 08:49:50 EDT 2008,FALSE
IdentifierId(63804),Sat Sep 27 08:49:29 EDT 2008,FALSE
IdentifierId(63245),Sat Sep 27 08:48:54 EDT 2008,FALSE
IdentifierId(25350),Sat Sep 27 08:48:28 EDT 2008,FALSE
IdentifierId(22853),Sat Sep 27 08:48:23 EDT 2008,FALSE
IdentifierId(6600),Sat Sep 27 08:48:03 EDT 2008,FALSE
IdentifierId(73536),Sat Sep 27 08:47:47 EDT 2008,FALSE
IdentifierId(56036),Sat Sep 27 08:41:45 EDT 2008,FALSE
IdentifierId(75042),Sat Sep 27 08:41:05 EDT 2008,FALSE
IdentifierId(77544),Sat Sep 27 08:38:46 EDT 2008,FALSE
IdentifierId(73342),Sat Sep 27 08:38:46 EDT 2008,FALSE
IdentifierId(7413),Sat Sep 27 08:38:25 EDT 2008,FALSE
IdentifierId(46150),Sat Sep 27 08:29:43 EDT 2008,FALSE
IdentifierId(28287),Sat Sep 27 08:28:52 EDT 2008,TRUE
IdentifierId(20961),Sat Sep 27 08:28:11 EDT 2008,TRUE
IdentifierId(21938),Sat Sep 27 08:27:55 EDT 2008,FALSE
IdentifierId(4009),Sat Sep 27 08:26:49 EDT 2008,FALSE
IdentifierId(40273),Sat Sep 27 08:21:08 EDT 2008,FALSE
IdentifierId(45218),Sat Sep 27 08:20:57 EDT 2008,FALSE
IdentifierId(36407),Sat Sep 27 08:20:16 EDT 2008,TRUE
IdentifierId(73621),Sat Sep 27 08:20:06 EDT 2008,TRUE
IdentifierId(77659),Sat Sep 27 08:20:06 EDT 2008,TRUE
IdentifierId(2563),Sat Sep 27 08:19:51 EDT 2008,FALSE
IdentifierId(21957),Sat Sep 27 08:19:05 EDT 2008,FALSE
IdentifierId(22823),Sat Sep 27 08:18:19 EDT 2008,FALSE
IdentifierId(75484),Sat Sep 27 08:17:53 EDT 2008,TRUE
IdentifierId(23605),Sat Sep 27 08:17:48 EDT 2008,FALSE
IdentifierId(14983),Sat Sep 27 08:17:43 EDT 2008,FALSE
IdentifierId(37344),Sat Sep 27 08:10:11 EDT 2008,TRUE
IdentifierId(63890),Sat Sep 27 08:09:55 EDT 2008,FALSE
IdentifierId(73799),Sat Sep 27 08:09:50 EDT 2008,FALSE
IdentifierId(77065),Sat Sep 27 08:09:35 EDT 2008,FALSE
IdentifierId(78534),Sat Sep 27 08:09:14 EDT 2008,TRUE
IdentifierId(2633),Sat Sep 27 08:09:09 EDT 2008,FALSE
IdentifierId(67945),Sat Sep 27 08:08:49 EDT 2008,FALSE
IdentifierId(5247),Sat Sep 27 08:08:49 EDT 2008,FALSE
IdentifierId(1133),Sat Sep 27 08:08:49 EDT 2008,TRUE
IdentifierId(20074),Sat Sep 27 08:08:29 EDT 2008,TRUE
IdentifierId(7904),Sat Sep 27 08:08:29 EDT 2008,TRUE
IdentifierId(22102),Sat Sep 27 08:08:08 EDT 2008,TRUE
IdentifierId(54072),Sat Sep 27 08:07:38 EDT 2008,FALSE
IdentifierId(74080),Sat Sep 27 08:06:31 EDT 2008,TRUE
IdentifierId(17588),Sat Sep 27 08:00:54 EDT 2008,FALSE
IdentifierId(62455),Sat Sep 27 08:00:44 EDT 2008,FALSE
IdentifierId(77979),Sat Sep 27 08:00:34 EDT 2008,FALSE
IdentifierId(762),Sat Sep 27 07:59:47 EDT 2008,FALSE
IdentifierId(23967),Sat Sep 27 07:59:27 EDT 2008,FALSE
IdentifierId(61593),Sat Sep 27 07:58:25 EDT 2008,FALSE
IdentifierId(21538),Sat Sep 27 07:58:25 EDT 2008,FALSE
IdentifierId(12254),Sat Sep 27 07:57:44 EDT 2008,FALSE
IdentifierId(36731),Sat Sep 27 07:50:39 EDT 2008,FALSE
IdentifierId(67043),Sat Sep 27 07:50:24 EDT 2008,FALSE
IdentifierId(35798),Sat Sep 27 07:49:53 EDT 2008,TRUE
IdentifierId(64314),Sat Sep 27 07:49:48 EDT 2008,FALSE
IdentifierId(66895),Sat Sep 27 07:49:23 EDT 2008,TRUE
IdentifierId(22960),Sat Sep 27 07:49:07 EDT 2008,FALSE
IdentifierId(28599),Sat Sep 27 07:48:57 EDT 2008,FALSE
IdentifierId(15498),Sat Sep 27 07:48:27 EDT 2008,TRUE
IdentifierId(22021),Sat Sep 27 07:48:22 EDT 2008,FALSE
IdentifierId(697),Sat Sep 27 07:48:06 EDT 2008,FALSE
IdentifierId(46482),Sat Sep 27 07:47:46 EDT 2008,TRUE
IdentifierId(22500),Sat Sep 27 07:47:25 EDT 2008,TRUE
IdentifierId(66436),Sat Sep 27 07:40:54 EDT 2008,FALSE
IdentifierId(63099),Sat Sep 27 07:39:53 EDT 2008,FALSE
IdentifierId(30338),Sat Sep 27 07:39:43 EDT 2008,TRUE
IdentifierId(75496),Sat Sep 27 07:38:47 EDT 2008,FALSE
IdentifierId(29026),Sat Sep 27 07:37:40 EDT 2008,FALSE
IdentifierId(6241),Sat Sep 27 07:37:05 EDT 2008,FALSE
IdentifierId(28635),Sat Sep 27 07:36:50 EDT 2008,FALSE
IdentifierId(66019),Sat Sep 27 07:31:00 EDT 2008,FALSE
IdentifierId(70505),Sat Sep 27 07:29:23 EDT 2008,TRUE
IdentifierId(75623),Sat Sep 27 07:29:23 EDT 2008,TRUE
IdentifierId(2534),Sat Sep 27 07:28:58 EDT 2008,FALSE
IdentifierId(1243),Sat Sep 27 07:28:48 EDT 2008,TRUE
IdentifierId(78510),Sat Sep 27 07:28:07 EDT 2008,TRUE
IdentifierId(59427),Sat Sep 27 07:19:45 EDT 2008,FALSE
IdentifierId(419),Sat Sep 27 07:18:49 EDT 2008,FALSE
IdentifierId(60752),Sat Sep 27 07:18:39 EDT 2008,FALSE
IdentifierId(14404),Sat Sep 27 07:18:13 EDT 2008,FALSE
IdentifierId(7408),Sat Sep 27 07:17:52 EDT 2008,TRUE
IdentifierId(22845),Sat Sep 27 07:17:17 EDT 2008,FALSE
IdentifierId(8383),Sat Sep 27 07:16:41 EDT 2008,FALSE
IdentifierId(46237),Sat Sep 27 07:10:55 EDT 2008,FALSE
IdentifierId(39447),Sat Sep 27 07:10:09 EDT 2008,FALSE
IdentifierId(78445),Sat Sep 27 07:09:59 EDT 2008,TRUE
IdentifierId(37063),Sat Sep 27 07:09:08 EDT 2008,FALSE
IdentifierId(9404),Sat Sep 27 07:07:47 EDT 2008,FALSE
IdentifierId(14831),Sat Sep 27 07:07:41 EDT 2008,FALSE
IdentifierId(75957),Sat Sep 27 07:07:05 EDT 2008,FALSE
IdentifierId(34764),Sat Sep 27 07:00:44 EDT 2008,FALSE
IdentifierId(66133),Sat Sep 27 06:59:27 EDT 2008,FALSE
IdentifierId(25942),Sat Sep 27 06:59:17 EDT 2008,FALSE
IdentifierId(77119),Sat Sep 27 06:58:26 EDT 2008,FALSE
IdentifierId(78348),Sat Sep 27 06:57:30 EDT 2008,FALSE
IdentifierId(38311),Sat Sep 27 06:57:30 EDT 2008,FALSE
IdentifierId(62246),Sat Sep 27 06:50:37 EDT 2008,FALSE
IdentifierId(55741),Sat Sep 27 06:50:17 EDT 2008,FALSE
IdentifierId(66288),Sat Sep 27 06:49:46 EDT 2008,TRUE
IdentifierId(75965),Sat Sep 27 06:49:41 EDT 2008,TRUE
IdentifierId(26580),Sat Sep 27 06:49:26 EDT 2008,FALSE
IdentifierId(71138),Sat Sep 27 06:47:33 EDT 2008,FALSE
IdentifierId(60019),Sat Sep 27 06:47:28 EDT 2008,FALSE
IdentifierId(65603),Sat Sep 27 06:47:28 EDT 2008,FALSE
IdentifierId(70478),Sat Sep 27 06:40:31 EDT 2008,FALSE
IdentifierId(37841),Sat Sep 27 06:40:26 EDT 2008,FALSE
IdentifierId(68923),Sat Sep 27 06:39:14 EDT 2008,FALSE
IdentifierId(10278),Sat Sep 27 06:37:57 EDT 2008,FALSE
IdentifierId(22108),Sat Sep 27 06:37:57 EDT 2008,FALSE
IdentifierId(67872),Sat Sep 27 06:30:46 EDT 2008,FALSE
IdentifierId(65562),Sat Sep 27 06:30:41 EDT 2008,FALSE
IdentifierId(71617),Sat Sep 27 06:30:00 EDT 2008,FALSE
IdentifierId(78477),Sat Sep 27 06:29:24 EDT 2008,TRUE
IdentifierId(1481),Sat Sep 27 06:29:04 EDT 2008,FALSE
IdentifierId(22923),Sat Sep 27 06:28:59 EDT 2008,FALSE
IdentifierId(22992),Sat Sep 27 06:27:52 EDT 2008,FALSE
IdentifierId(61482),Sat Sep 27 06:20:35 EDT 2008,FALSE
IdentifierId(47821),Sat Sep 27 06:20:35 EDT 2008,TRUE
IdentifierId(17236),Sat Sep 27 06:18:53 EDT 2008,TRUE
IdentifierId(47818),Sat Sep 27 06:18:06 EDT 2008,FALSE
IdentifierId(69148),Sat Sep 27 06:17:50 EDT 2008,FALSE
IdentifierId(53911),Sat Sep 27 06:11:32 EDT 2008,FALSE
IdentifierId(46015),Sat Sep 27 06:11:12 EDT 2008,FALSE
IdentifierId(24638),Sat Sep 27 06:09:24 EDT 2008,TRUE
IdentifierId(73614),Sat Sep 27 06:08:03 EDT 2008,FALSE
IdentifierId(68531),Sat Sep 27 06:08:03 EDT 2008,FALSE
IdentifierId(69942),Sat Sep 27 05:59:16 EDT 2008,TRUE
IdentifierId(66914),Sat Sep 27 05:57:34 EDT 2008,FALSE
IdentifierId(63601),Sat Sep 27 05:57:03 EDT 2008,FALSE
IdentifierId(56081),Sat Sep 27 05:50:54 EDT 2008,FALSE
IdentifierId(61238),Sat Sep 27 05:49:48 EDT 2008,FALSE
IdentifierId(35708),Sat Sep 27 05:49:43 EDT 2008,FALSE
IdentifierId(67734),Sat Sep 27 05:49:38 EDT 2008,FALSE
IdentifierId(29511),Sat Sep 27 05:48:26 EDT 2008,FALSE
IdentifierId(28382),Sat Sep 27 05:48:26 EDT 2008,FALSE
IdentifierId(53),Sat Sep 27 05:47:09 EDT 2008,FALSE
IdentifierId(76624),Sat Sep 27 05:43:26 EDT 2008,TRUE
IdentifierId(78373),Sat Sep 27 05:43:16 EDT 2008,TRUE
IdentifierId(78407),Sat Sep 27 05:43:16 EDT 2008,TRUE
IdentifierId(22783),Sat Sep 27 05:43:01 EDT 2008,FALSE
IdentifierId(71506),Sat Sep 27 05:42:30 EDT 2008,FALSE
IdentifierId(2916),Sat Sep 27 05:42:04 EDT 2008,FALSE
IdentifierId(73742),Sat Sep 27 05:41:13 EDT 2008,TRUE
IdentifierId(56068),Sat Sep 27 05:33:32 EDT 2008,FALSE
IdentifierId(53829),Sat Sep 27 05:32:30 EDT 2008,FALSE
IdentifierId(59437),Sat Sep 27 05:31:34 EDT 2008,FALSE
IdentifierId(50739),Sat Sep 27 05:31:24 EDT 2008,FALSE
IdentifierId(60219),Sat Sep 27 05:31:14 EDT 2008,FALSE
IdentifierId(74599),Sat Sep 27 05:31:09 EDT 2008,FALSE
IdentifierId(69786),Sat Sep 27 05:31:09 EDT 2008,FALSE
IdentifierId(27557),Sat Sep 27 05:23:03 EDT 2008,FALSE
IdentifierId(13189),Sat Sep 27 05:22:47 EDT 2008,FALSE
IdentifierId(20723),Sat Sep 27 05:22:32 EDT 2008,TRUE
IdentifierId(72454),Sat Sep 27 05:20:44 EDT 2008,FALSE
IdentifierId(58080),Sat Sep 27 05:13:40 EDT 2008,FALSE
IdentifierId(65248),Sat Sep 27 05:13:35 EDT 2008,TRUE
IdentifierId(77536),Sat Sep 27 05:12:29 EDT 2008,TRUE
IdentifierId(27755),Sat Sep 27 05:11:53 EDT 2008,FALSE
IdentifierId(22541),Sat Sep 27 05:10:47 EDT 2008,TRUE
IdentifierId(22989),Sat Sep 27 05:10:11 EDT 2008,FALSE
IdentifierId(25857),Sat Sep 27 05:10:06 EDT 2008,TRUE
IdentifierId(27565),Sat Sep 27 05:09:51 EDT 2008,FALSE
IdentifierId(72036),Sat Sep 27 05:09:51 EDT 2008,FALSE
IdentifierId(70503),Sat Sep 27 05:02:45 EDT 2008,FALSE
IdentifierId(17774),Sat Sep 27 05:02:25 EDT 2008,FALSE
IdentifierId(73759),Sat Sep 27 05:02:15 EDT 2008,FALSE
IdentifierId(37066),Sat Sep 27 05:01:34 EDT 2008,FALSE
IdentifierId(76611),Sat Sep 27 04:59:26 EDT 2008,FALSE
IdentifierId(32233),Sat Sep 27 04:59:16 EDT 2008,FALSE
IdentifierId(1484),Sat Sep 27 04:49:18 EDT 2008,FALSE
IdentifierId(63604),Sat Sep 27 04:48:48 EDT 2008,FALSE
IdentifierId(21878),Sat Sep 27 04:48:33 EDT 2008,FALSE
IdentifierId(54353),Sat Sep 27 04:48:27 EDT 2008,FALSE
IdentifierId(62298),Sat Sep 27 04:48:27 EDT 2008,FALSE
IdentifierId(41821),Sat Sep 27 04:39:30 EDT 2008,FALSE
IdentifierId(54357),Sat Sep 27 04:39:25 EDT 2008,FALSE
IdentifierId(30379),Sat Sep 27 04:38:44 EDT 2008,FALSE
IdentifierId(73174),Sat Sep 27 04:37:58 EDT 2008,TRUE
IdentifierId(68378),Sat Sep 27 04:32:48 EDT 2008,FALSE
IdentifierId(35655),Sat Sep 27 04:32:32 EDT 2008,FALSE
IdentifierId(44804),Sat Sep 27 04:19:53 EDT 2008,TRUE
IdentifierId(68183),Sat Sep 27 04:09:48 EDT 2008,FALSE
IdentifierId(23176),Sat Sep 27 04:08:27 EDT 2008,FALSE
IdentifierId(22488),Sat Sep 27 04:08:12 EDT 2008,FALSE
IdentifierId(22338),Sat Sep 27 04:07:31 EDT 2008,FALSE
IdentifierId(19664),Sat Sep 27 04:07:21 EDT 2008,FALSE
IdentifierId(43548),Sat Sep 27 03:59:57 EDT 2008,FALSE
IdentifierId(22952),Sat Sep 27 03:59:11 EDT 2008,FALSE
IdentifierId(35193),Sat Sep 27 03:50:35 EDT 2008,FALSE
IdentifierId(59885),Sat Sep 27 03:49:44 EDT 2008,FALSE
IdentifierId(35072),Sat Sep 27 03:40:34 EDT 2008,FALSE
IdentifierId(77923),Sat Sep 27 03:39:38 EDT 2008,FALSE
IdentifierId(13538),Sat Sep 27 03:38:57 EDT 2008,TRUE
IdentifierId(21650),Sat Sep 27 03:36:49 EDT 2008,FALSE
IdentifierId(58273),Sat Sep 27 03:30:43 EDT 2008,FALSE
IdentifierId(50398),Sat Sep 27 03:29:16 EDT 2008,FALSE
IdentifierId(2717),Sat Sep 27 03:28:10 EDT 2008,TRUE
IdentifierId(48233),Sat Sep 27 03:20:56 EDT 2008,FALSE
IdentifierId(75797),Sat Sep 27 03:20:30 EDT 2008,FALSE
IdentifierId(22476),Sat Sep 27 03:19:24 EDT 2008,FALSE
IdentifierId(22458),Sat Sep 27 03:17:15 EDT 2008,FALSE
IdentifierId(53419),Sat Sep 27 03:10:43 EDT 2008,FALSE
IdentifierId(540),Sat Sep 27 03:10:33 EDT 2008,FALSE
IdentifierId(546),Sat Sep 27 03:09:22 EDT 2008,FALSE
IdentifierId(27706),Sat Sep 27 03:09:06 EDT 2008,FALSE
IdentifierId(12666),Sat Sep 27 02:39:26 EDT 2008,FALSE
IdentifierId(26097),Sat Sep 27 02:37:34 EDT 2008,FALSE
IdentifierId(26082),Sat Sep 27 02:32:21 EDT 2008,TRUE
IdentifierId(22934),Sat Sep 27 02:31:50 EDT 2008,FALSE
IdentifierId(1996),Sat Sep 27 02:30:13 EDT 2008,FALSE
IdentifierId(24764),Sat Sep 27 02:09:58 EDT 2008,FALSE
IdentifierId(71197),Sat Sep 27 02:09:48 EDT 2008,TRUE
IdentifierId(78391),Sat Sep 27 02:00:41 EDT 2008,TRUE
IdentifierId(58889),Sat Sep 27 01:59:09 EDT 2008,FALSE
IdentifierId(5504),Sat Sep 27 01:58:39 EDT 2008,FALSE
IdentifierId(59528),Sat Sep 27 01:48:48 EDT 2008,FALSE
IdentifierId(1131),Sat Sep 27 01:48:22 EDT 2008,FALSE
IdentifierId(71795),Sat Sep 27 01:29:48 EDT 2008,TRUE
IdentifierId(69930),Sat Sep 27 01:17:09 EDT 2008,FALSE
IdentifierId(73287),Sat Sep 27 01:10:00 EDT 2008,FALSE
IdentifierId(74863),Sat Sep 27 01:09:30 EDT 2008,FALSE
IdentifierId(31184),Sat Sep 27 00:59:23 EDT 2008,FALSE
IdentifierId(14297),Sat Sep 27 00:58:57 EDT 2008,TRUE
IdentifierId(23118),Sat Sep 27 00:48:51 EDT 2008,FALSE
IdentifierId(710),Sat Sep 27 00:48:46 EDT 2008,FALSE
IdentifierId(67509),Sat Sep 27 00:47:39 EDT 2008,FALSE
IdentifierId(28),Sat Sep 27 00:46:43 EDT 2008,FALSE
IdentifierId(77662),Sat Sep 27 00:38:51 EDT 2008,TRUE
IdentifierId(66908),Sat Sep 27 00:28:52 EDT 2008,FALSE
IdentifierId(64952),Sat Sep 27 00:21:57 EDT 2008,FALSE
IdentifierId(12509),Sat Sep 27 00:19:40 EDT 2008,TRUE
IdentifierId(66433),Sat Sep 27 00:10:45 EDT 2008,TRUE
IdentifierId(65620),Sat Sep 27 00:09:13 EDT 2008,FALSE
IdentifierId(1774),Sat Sep 27 00:09:08 EDT 2008,FALSE
IdentifierId(77789),Sat Sep 27 00:08:37 EDT 2008,TRUE
IdentifierId(22776),Sat Sep 27 00:08:12 EDT 2008,FALSE
IdentifierId(22729),Sat Sep 27 00:08:12 EDT 2008,FALSE
IdentifierId(22768),Sat Sep 27 00:07:51 EDT 2008,TRUE
IdentifierId(63796),Sat Sep 27 00:00:55 EDT 2008,FALSE
IdentifierId(78415),Fri Sep 26 23:58:52 EDT 2008,FALSE
IdentifierId(12507),Fri Sep 26 23:58:06 EDT 2008,TRUE
IdentifierId(20194),Fri Sep 26 23:58:01 EDT 2008,FALSE
IdentifierId(78522),Fri Sep 26 23:56:49 EDT 2008,TRUE
IdentifierId(43495),Fri Sep 26 23:51:01 EDT 2008,FALSE
IdentifierId(64475),Fri Sep 26 23:50:20 EDT 2008,FALSE
IdentifierId(66442),Fri Sep 26 23:49:49 EDT 2008,FALSE
IdentifierId(71624),Fri Sep 26 23:48:12 EDT 2008,FALSE
IdentifierId(7270),Fri Sep 26 23:48:07 EDT 2008,TRUE
IdentifierId(78456),Fri Sep 26 23:39:21 EDT 2008,FALSE
IdentifierId(22760),Fri Sep 26 23:39:11 EDT 2008,FALSE
IdentifierId(25498),Fri Sep 26 23:38:25 EDT 2008,TRUE
IdentifierId(77758),Fri Sep 26 23:38:04 EDT 2008,FALSE
IdentifierId(27503),Fri Sep 26 23:37:29 EDT 2008,TRUE
IdentifierId(78283),Fri Sep 26 23:29:27 EDT 2008,FALSE
IdentifierId(22583),Fri Sep 26 23:27:45 EDT 2008,FALSE
IdentifierId(58826),Fri Sep 26 23:27:40 EDT 2008,FALSE
IdentifierId(39062),Fri Sep 26 23:20:33 EDT 2008,FALSE
IdentifierId(72333),Fri Sep 26 23:19:48 EDT 2008,FALSE
IdentifierId(28699),Fri Sep 26 23:19:01 EDT 2008,FALSE
IdentifierId(27171),Fri Sep 26 23:18:26 EDT 2008,FALSE
IdentifierId(25218),Fri Sep 26 23:18:05 EDT 2008,TRUE
IdentifierId(78423),Fri Sep 26 23:09:14 EDT 2008,TRUE
IdentifierId(52907),Fri Sep 26 23:08:58 EDT 2008,FALSE
IdentifierId(72934),Fri Sep 26 23:07:36 EDT 2008,FALSE
IdentifierId(22701),Fri Sep 26 23:07:31 EDT 2008,FALSE
IdentifierId(2383),Fri Sep 26 23:07:21 EDT 2008,FALSE
IdentifierId(23),Fri Sep 26 23:06:45 EDT 2008,FALSE
IdentifierId(44354),Fri Sep 26 23:00:14 EDT 2008,FALSE
IdentifierId(39208),Fri Sep 26 23:00:09 EDT 2008,FALSE
IdentifierId(73193),Fri Sep 26 22:59:28 EDT 2008,FALSE
IdentifierId(26008),Fri Sep 26 22:58:47 EDT 2008,TRUE
IdentifierId(37045),Fri Sep 26 22:58:37 EDT 2008,FALSE
IdentifierId(72090),Fri Sep 26 22:58:27 EDT 2008,TRUE
IdentifierId(75715),Fri Sep 26 22:57:41 EDT 2008,FALSE
IdentifierId(75004),Fri Sep 26 22:56:24 EDT 2008,FALSE
IdentifierId(78487),Fri Sep 26 22:56:24 EDT 2008,FALSE
IdentifierId(38726),Fri Sep 26 22:51:00 EDT 2008,TRUE
IdentifierId(51146),Fri Sep 26 22:50:50 EDT 2008,FALSE
IdentifierId(45918),Fri Sep 26 22:50:50 EDT 2008,TRUE
